"","sample_id","beta1","beta2","beta3","beta4","beta5","f1","f2","f3","f4","f5","alpha","inc_age_cat1","inc_age_cat2","inc_age_cat3","inc_age_cat4","inc_age_cat5","r_a","gamma","theta_s","theta_a","r_c","rho","phi","VE_under2","VE_2_4","VE_5_plus","duration_under2","duration_2_4","duration_5_plus"
"21",21,2.37575070218628,20.0270393798352,12.469108513552,7.04477799973886,1.02289956071947,0.0472444055591753,0.051570329,0.076315632,0.075373001,0.0619376052593576,0.01059548,1332.87896468333,4166.79315133274,2758.44480750113,1890.39847701059,565.01624437521,0.686559608988146,1.05733045085469,0.633029004024741,0.295385481816596,0.117281568707197,0.00348550873098846,0.00840431806118142,0.935004998,0.841441966,0.882608381,55.708022004,78.60194604,66.051773256
"22",22,2.84454641449058,20.1266128256977,11.4813169860695,7.33096831184939,1.12301738491598,0.051699523,0.049757411,0.069933959,0.066878597,0.066993723,0.0120095930621608,1333.20361275819,4167.78807464495,2757.69446580246,1890.30093490704,564.723705918248,0.813159454241133,1.62653580608997,0.577736824187581,0.254138950922659,0.139264189722694,0.00103649920987306,0.0144294575559697,0.958941578,0.761695378,0.901981532,48.112167432,256.45910676,80.178185256
"23",23,2.79873955344556,18.1407275230231,11.8087449823357,6.11735286577917,1.21099846436824,0.054678016,0.0550432518798635,0.064326014,0.06803187,0.060159969,0.0184507876374825,1333.26750393958,4167.40365056651,2758.12060949944,1890.33906998021,565.140269924242,0.551833977382612,1.22012137358774,0.580715638548982,0.32070632896899,0.115079420654038,0.00171873314288498,0.0102153044564148,0.999929399,0.895725785,0.818318511,20.213740368,99.457224108,88.724936112
"24",24,2.3056215996863,18.6908918431367,13.5206895036314,7.860755952,1.02134902704997,0.039644685,0.049746969,0.077899511,0.078949671,0.058376204,0.007744509,1332.41613775063,4166.70036719143,2758.03588219193,1889.87703368635,565.041331489987,0.799195700053785,0.954161265226888,0.570446720888483,0.269726196320891,0.154813297794506,0.000591284426369522,0.00853837386907297,0.874358713,0.759447333,0.876556775,29.736661992,176.7977208,138.35367948
"25",25,2.47037794938334,18.2671269890244,13.1563144722577,7.955408945,0.958336793425609,0.043348656,0.053102647,0.078471706,0.078990017,0.067502317,0.008208915,1333.22810927545,4166.36383976383,2757.7801077826,1889.52852466159,564.819465211536,0.574751337770029,0.793142196475492,0.628622771169659,0.268506776435391,0.12841975323865,0.00402334021797831,0.0192991658092819,0.78676458,0.773600532,0.943386922,20.189969484,144.69653808,90.205214904
"26",26,2.1906148743185,18.733554206,13.1178550970571,9.01598108214999,0.962066663073998,0.033423672847699,0.047218702,0.088199851,0.087808291,0.0602220686131237,0.005752774,1332.70123796828,4167.24828105075,2757.8670714347,1890.18848367534,565.016512833999,0.998636623460204,1.06035485465274,0.533945475458609,0.245290220092811,0.157510665453078,0.00821329406216604,0.00599545702686051,0.706309857,0.838625323,0.91150116,24.67096584,63.177587628,110.936766012
"27",27,2.57990917311466,20.2296334254857,9.05944701264282,6.96046006437384,1.18752136434757,0.065048327,0.046781663,0.067452163,0.055455431,0.064931681,0.0207363733901838,1332.90365704175,4167.18778920545,2758.50257595867,1890.70866083504,565.30403861963,0.737235469665668,1.9023272744925,0.568650969826339,0.249234468011538,0.126672353966546,0.001690552715508,0.00841591394217677,0.775870729,0.825547109,0.884802689,55.85572494,89.39165586,149.39971584
"28",28,3.13387946973927,17.2215300282034,10.2041041579609,7.03995391278957,1.13720299472763,0.055832947,0.05395348,0.0593266632998918,0.0524228253607173,0.066527578,0.032955769,1333.29442077737,4167.70737858819,2757.79669159412,1890.42880524062,564.838222799259,0.569899049060098,1.57114507223437,0.57739628306488,0.34351144300175,0.137311469188275,0.00363161016556386,0.0145450079003611,0.868831888,0.950119258,0.937787826,29.831575392,41.860015692,66.925535892
"29",29,2.35541749735023,18.7269512115832,12.9397844266513,7.49946194080436,0.932054349337643,0.044199636,0.052891045,0.07867766,0.078080124,0.065695946,0.009213677,1332.79974694279,4167.07237639461,2758.12475219756,1890.35096460806,564.9841849,0.717526027543544,0.966915386324407,0.604843451609232,0.292442688093587,0.129685253738883,0.00310905766783715,0.00930009376492296,0.744037787,0.955552523,0.83775656,23.779869456,47.73698832,103.315960524
"30",30,2.61270671467115,17.9404363550706,10.1286571890974,6.41315997806792,1.1118572313836,0.055899121,0.0552120664805221,0.072611277,0.067585851,0.064230533,0.016296583,1332.61909529385,4165.6667106832,2757.36125410659,1890.19047238626,564.800921109599,0.674653805933207,1.4058870905686,0.671913968159056,0.312036928033713,0.129571625781014,0.00288623312555591,0.0068293007917332,0.964615223,0.701186279,0.847578158,22.095415992,118.387170696,96.934453116
