"","sample_id","beta1","beta2","beta3","beta4","beta5","f1","f2","f3","f4","f5","alpha","inc_age_cat1","inc_age_cat2","inc_age_cat3","inc_age_cat4","inc_age_cat5","r_a","gamma","theta_s","theta_a","r_c","rho","phi","VE_under5","VE_5_plus","duration_under5","duration_5_plus"
"215",215,2.88743730251825,18.8012706601499,12.504379439785,7.07177907990153,1.09146785808686,0.055201999,0.051154196,0.062543611,0.06642996,0.072005412,0.0124529280827943,1332.83560169936,4166.68949131752,2757.96668110282,1889.65348328565,565.150786321114,0.404832828420309,0.962460702395682,0.544099701334798,0.223602618222581,0.0915249909055675,0.00157026110874096,0.00711886404973796,0.704295755,0.954876034,796.90728276,296.25448956
"216",216,1.9392306034188,14.4381264288035,13.6053184359461,8.44864690622356,0.823483962303503,0.036856453,0.05918087,0.096897976,0.099006854,0.066683017,0.006108204,1333.64298595222,4167.08545251863,2757.867175,1889.27343292701,565.032186366059,0.911594800275573,0.697221130211847,0.550533367221801,0.309440474363967,0.143793517837344,0.00339580037311057,0.0186719040242475,0.854091619,0.817352767,214.10025384,1190.7385008
"217",217,3.22588306940626,18.011853100767,10.1582524951421,5.98782365562481,0.864251956255788,0.053302332,0.0554710208272139,0.065153862,0.063848404,0.08593393,0.025410916960819,1332.91140100419,4166.53696877486,2758.27822025017,1890.2866949871,565.2298203,0.502852537597579,1.16532820691442,0.651833520405245,0.331919616904251,0.120303205481625,0.00132189829230489,0.00583842122497776,0.869722851,0.808621703,204.30684096,1054.6916442
"218",218,2.51391540415848,16.2780963187969,10.634793975272,6.3167228054339,1.10104442406219,0.068257803,0.0614492806245547,0.067707407,0.06608632,0.071101232,0.0236193095182098,1332.84433846938,4166.94858038,2758.5885819147,1890.33082540639,565.083910163105,0.633896266398173,1.40991135458607,0.640977318300173,0.368550697898376,0.125858579910531,0.0010657189163616,0.0140954454184708,0.855384448,0.807797246,51.196989792,446.05942764
"219",219,2.83217818753608,17.6923978982731,10.6169706484605,7.97431440433787,1.17442377610855,0.0603727334999416,0.049153886,0.0524594991197483,0.043742442,0.062695181,0.0416772425229622,1333.0285319628,4166.89904949954,2757.85717957577,1889.72256498352,564.857030822894,0.681796412833946,2.01891725553019,0.637860497595952,0.342187002424477,0.111870849704737,0.00254044138611572,0.00862173671563927,0.711111959,0.948553546,804.01845852,322.7224728
"220",220,2.59847423942064,19.9268488796765,10.7243562945395,7.05557836146396,0.958183424095419,0.063259755,0.048909544,0.064124686,0.059243263,0.079188538,0.018075399,1332.68695312232,4167.35285623445,2757.77633121282,1889.97236634349,564.862100529535,0.717427617383491,1.65538586591809,0.681472652157552,0.252736872203403,0.127117399289179,0.00163379536899899,0.0131576841719142,0.707367568,0.817175079,180.13871088,436.1905266
"221",221,2.241373832,18.2558525834786,12.720150268415,7.88067424710134,0.80594229575855,0.0372595339327565,0.053455343,0.089285575,0.086302293,0.06754128,0.007552175,1333.08036220356,4166.81273660189,2757.81898471303,1889.74699689091,565.372572025169,0.788728005841723,0.847241722552956,0.623050569258447,0.287097688878366,0.121106122821491,0.0100904372030666,0.00873584293203656,0.771818936,0.85006094,292.06737168,618.48070032
"222",222,2.8075750376448,16.8851043967135,10.105461220481,7.38107669652548,1.10391969506411,0.055334866,0.0573080817498735,0.070670746,0.060577908,0.066992544,0.0169492130424496,1333.36259235258,4166.37001190108,2757.92905717784,1889.64050079132,564.9424007,0.542666046795422,1.1392414840572,0.596988475790982,0.305409711402794,0.104969042232361,0.000655666893881981,0.0133767982518896,0.835755964,0.822469347,1102.30998636,559.10152548
"223",223,2.60309805622579,22.4419476430538,11.756515735092,6.18884362045627,0.880776212644292,0.056749894,0.0466975360893061,0.063781235,0.066644768,0.078412461,0.0165449884677315,1333.03456798484,4166.50048156618,2758.25909230362,1890.08778567397,564.733197,0.566559777565238,1.19350459238141,0.634531151833563,0.27138288351882,0.119617851809325,0.00237152477877081,0.0128785202627416,0.842728386,0.841227425,956.83970544,421.32518772
"224",224,2.57709449735134,18.00907736,12.8957122546567,8.20267172391561,0.894494561490837,0.037878387,0.054576566,0.080354066,0.075109185,0.063967446,0.009417218,1333.605353343,4166.752856,2758.21926214812,1889.85450490597,564.793073362217,0.739096627634781,0.998547759868398,0.566946917600258,0.301767696149563,0.130562932037585,0.00972668580130908,0.010196707487329,0.90601804,0.790032868,849.40753596,495.820842
"225",225,2.73604082803805,20.0828689979252,11.197907559958,6.19502585754841,1.20251870950022,0.068584132,0.045445674,0.052753742,0.057065731,0.068025202,0.036352009,1333.1852187226,4166.97971775125,2758.39320684953,1890.02505556031,564.893652296561,0.558195845082423,2.24605972953529,0.554954299895155,0.252195114384886,0.119721271215351,0.00957608169757454,0.0109362040529659,0.792155444,0.841437892,90.777827712,858.16261812
"226",226,2.52999869678995,18.9590149444035,12.4204324615844,7.09919075116597,1.01914518522753,0.046654055,0.053655036,0.076978246,0.076846513,0.06478979,0.0103031828709098,1332.936871,4166.9696375081,2757.81361835527,1889.98483629878,565.0178714617,0.675000669319486,1.02111520141833,0.692007714384869,0.291098868316946,0.109725085682727,0.00151206403110996,0.0106061408468665,0.78404366,0.837904478,791.17146948,767.62858716
"227",227,2.28040653508289,17.0867154564424,11.3128414286595,7.51882150482634,1.00995328402844,0.0486426191612112,0.056838078,0.077969872,0.069881633,0.060551566,0.0120743497852724,1332.79244834572,4167.75592482813,2759.01949679327,1889.66267479875,565.035509003898,0.82168794857054,1.15640103723507,0.677375106486767,0.336472943850105,0.134369536724293,0.000859756200852444,0.00876862193668463,0.918485814,0.762972264,96.032865204,1029.95344812
"228",228,2.48121982223142,18.1134855788296,11.8441294458611,8.31492234704888,0.788793462390053,0.040440825,0.064028265,0.08599376,0.070498739,0.065958697,0.0136061751656295,1333.25664787411,4167.16064168794,2758.19609639229,1889.81936259521,565.155650675566,0.829378137334843,0.912709006846826,0.607780086500975,0.438764739118211,0.154679683776755,0.000403522424903834,0.00882248359752609,0.712690927,0.783177006,748.50285132,991.25208384
"229",229,2.38970392027255,18.1542432126868,12.431513640393,6.89372667118886,0.995162405,0.047990738,0.0549212183129844,0.077087035,0.078112741,0.06487182,0.0102593233621602,1332.83083371269,4166.79365210308,2757.88507135123,1889.4213797236,565.076352745916,0.617816606424289,0.89542280404293,0.62283878591425,0.302003028590437,0.111972639049793,0.000618997572550798,0.00856585706506169,0.705432254,0.863034738,734.09943468,480.96826548
"230",230,2.70719524677865,21.6507313592282,10.0141071144504,5.86193579701413,1.00701048406457,0.0588052669922519,0.048363874,0.066806889,0.064916753,0.071499813,0.0216032250070478,1333.4405286894,4166.85413033046,2758.9910209057,1889.64074559201,564.625885322975,0.58435277887109,1.34630237309154,0.612687728047968,0.305254045638924,0.141297972704173,0.00184460345811404,0.00971020541193644,0.790923807,0.889983737,963.3654228,830.93899332
"231",231,2.27552319487732,20.1032998606566,12.6542896274399,8.20676698609867,0.986063663180003,0.049367465,0.0547014852696323,0.073862341,0.064539954,0.060226048,0.014369778,1332.3255924207,4166.52019252388,2757.847971313,1889.69308031085,565.115839484644,0.651630186413012,1.05608150767244,0.535277628778974,0.369127947374782,0.122431497493128,0.00573230342001507,0.00925086183556163,0.711259049,0.872922799,823.34617764,823.93613388
"232",232,2.29053881859618,19.7727726150955,12.0641078377251,7.57556987112282,1.0657015921571,0.049978378,0.0513552392432161,0.076757543,0.072827384,0.061693837,0.0101341008286815,1332.68225618182,4166.63287763721,2758.14127016288,1890.42759285847,565.004556888618,0.692103387743266,1.06300341567663,0.541267578251949,0.292529583855111,0.125058191444366,0.00159175206409157,0.00973601499921641,0.72761825,0.709867842,819.3182562,956.88942168
"233",233,2.43198199044556,17.6027627316693,11.8621495659565,8.47357253108168,0.989365289574644,0.047032812,0.055408944,0.075421269,0.06632574,0.063304223,0.0113851924385108,1332.7970644659,4166.81913211858,2758.110238,1889.98930549582,564.849211546424,0.61599021774975,0.922404930902903,0.627504087491854,0.311831703351793,0.132266879221965,0.000887861228695329,0.00978591922469811,0.748159807,0.821156224,553.0747206,399.26443512
"234",234,2.46760736417694,17.3004792541593,12.1950412999528,8.549567848,0.891797532,0.0388378124408146,0.057722692,0.082965858,0.072590382,0.0619775900996631,0.0102652540120672,1333.29505034437,4166.95892590362,2757.7467685778,1889.95955901661,564.864034788607,0.733870625490275,0.875487182794702,0.65312095674927,0.332171894722987,0.115169152870081,0.00496542458525695,0.0129410788607659,0.828135662,0.857198466,163.53960852,621.08908536
"235",235,2.91904308924977,19.609622605316,12.2981450696084,7.28596551497673,1.13017191681508,0.052399650008801,0.050716723,0.066487446,0.067385388,0.06835604,0.0122184045375088,1333.21460513499,4167.48931604861,2757.65163231567,1890.0789452757,564.831808143872,0.655215311232239,1.38438259833407,0.608673067618014,0.245682222059682,0.15407070192428,0.000564048040568242,0.00952799058192763,0.792627356,0.861238163,1143.23391324,344.39749644
"236",236,2.11848674485934,18.3801934536623,12.5744260530784,7.99240968550116,0.904020552039154,0.050535556,0.057978078,0.076028029,0.066754487,0.062630822,0.014593968,1333.05193560759,4167.15881513547,2757.34098340265,1889.582233,564.759710035353,0.680211788298491,1.00850971039188,0.617320270774728,0.392105879170173,0.11953002743771,0.00656504889986958,0.00860136670137414,0.808918662,0.867870635,962.76866532,739.9789998
"237",237,2.67919604579269,18.5591274050518,10.1626366960325,6.81576003467713,1.1255156246586,0.054631429,0.054761297,0.073926675,0.066167736,0.064020949,0.015494334,1333.24473050513,4166.44408919013,2757.45402349424,1889.98892850065,565.027293021446,0.702210641759236,1.36550452256614,0.6347488061722,0.311579257487062,0.139387289509904,0.00181149456757078,0.0256130476832404,0.981063073,0.828995404,16.274533716,589.43998884
"238",238,2.81946308580081,19.0777014103844,11.7563608185389,7.431164363,1.06764256567914,0.0491134413770858,0.052852417,0.074415932,0.072101211,0.069182934,0.010663626,1332.88548132697,4166.38536948465,2757.89296786251,1890.00989333628,564.516534930769,0.690753382700964,1.25631625624012,0.671745942846404,0.262773918507398,0.111332558610623,0.00214601751330552,0.0121618009690353,0.729499671,0.86646138,165.64393788,930.54933636
"239",239,2.61431834601768,20.0033907506702,11.1066299615379,6.92698930717045,1.07064915348615,0.0586817747268016,0.049992716,0.066622391,0.063603437,0.069209494,0.0156242257793004,1332.77852876382,4167.12803414462,2758.055104,1890.3617777187,564.695468684584,0.555385792599649,1.31928129948955,0.574253097254832,0.268139806853621,0.133251731607101,0.0028136688255243,0.00612286487137562,0.739029728,0.801114665,858.74181276,885.99749628
"240",240,3.09033062198189,21.5840193780079,12.2741089786722,5.22339019138534,1.02106954991289,0.049830189,0.043846784,0.0529558614899222,0.065946504,0.067145088,0.022367973948471,1332.71719024064,4165.811533,2757.53724103495,1890.01336742766,564.661751988502,0.494388182796081,1.32175902758888,0.600504390658369,0.253029850855407,0.112312922196179,0.00427982563630418,0.00864492050658546,0.739126082,0.805157548,328.60197792,986.03147628
"241",241,2.79193350346159,16.4567179861704,12.771310377706,7.690264583564,1.20334517380176,0.0619411651695783,0.0492257765007136,0.04483654,0.045049109,0.06250525,0.0344471962441292,1332.98273108296,4167.25980896767,2757.97045645717,1890.37919877148,565.215513180015,0.611520937554425,1.87590703865187,0.565335883747147,0.254540045227024,0.0996536279096715,0.00267711501710607,0.0155133598936617,0.746694181,0.832047616,942.4464624,1025.0398308
"242",242,2.40232162012562,19.8232811306759,12.6543244127496,7.387394579,0.964572955314658,0.046289256,0.0491403233512935,0.075964473,0.077639119,0.067982325,0.008481183,1333.55093535983,4167.69138021942,2757.38992927462,1889.73736804739,564.916443300064,0.777092230221307,1.11791511407258,0.59368334500483,0.259369936876758,0.121267871222478,0.000926248263831822,0.00654756401161664,0.776128125,0.952484199,838.70558484,234.29879796
"243",243,2.28890373316755,20.118712529219,13.0104170300051,7.22240443248217,1.01159085222144,0.043130053,0.054750687,0.079031901,0.074241907,0.055926466,0.0113645444627705,1332.93776254194,4167.63143388616,2758.24996000488,1890.02838809767,564.9160777,0.657342246392285,0.830980823452442,0.536884496940742,0.350869256889708,0.150241054285212,0.000329419598000302,0.0228691951203684,0.971264781,0.791720031,56.128067664,1124.17648476
"244",244,2.0836446531166,16.21824037394,13.9966595156441,8.65378032942198,0.76705481523153,0.0340411644489447,0.0566561108318693,0.092823704,0.089483399,0.064165934,0.007124937,1332.55049090088,4166.24025855108,2756.98285858789,1890.28509566578,564.963079868072,0.915178268901805,0.752587109273415,0.663013935184642,0.30466267696827,0.15762297525989,0.00579053774578205,0.010810260275854,0.707796119,0.81088269,794.22471288,795.015309
"245",245,2.61978991564846,18.9061572318928,11.5738305569889,7.31947646686034,1.06783749719937,0.04858809,0.0489929131585462,0.073673885,0.075736594,0.0697537,0.007676263,1333.22494583467,4167.48612084908,2758.22043725378,1890.5570154521,565.143891633052,0.527216746951824,0.918963004822583,0.596334749888522,0.215642465959053,0.126209188294768,0.00159685940143149,0.0122955594013186,0.763020417,0.826913645,674.06161764,464.1600876
"246",246,2.41824972960308,18.9594972879219,12.0103085881843,7.46921827866462,0.937394615,0.046181623,0.04872301,0.07638298,0.079023078,0.072669282,0.00718646,1333.17587777514,4167.10458695893,2758.4214207227,1890.1894483076,564.846008892872,0.587148645256094,0.855631503618183,0.600859226102111,0.230395643143303,0.146288597155,0.000741849887303466,0.00616021441665784,0.762927179,0.830144208,509.21498892,939.65081604
"247",247,2.59045010148386,15.3140763530695,10.0264318485912,6.71867524507126,1.01463065036687,0.063980436,0.061424723,0.068211161,0.06190019,0.074593672,0.021699714,1333.00263118585,4166.960308,2758.34854482995,1890.24950058323,565.30759972587,0.600705949059612,1.31125750650233,0.685723939460108,0.33316001846596,0.102888902083217,0.00127586317986532,0.00688991152156807,0.853525987,0.948735527,463.76627688,227.00765364
"248",248,2.84934202017942,18.8037461166852,10.6870487675917,6.6610212078374,0.957818432072971,0.054133602,0.056222475,0.069314589,0.063778843,0.073539294,0.0200311387837127,1333.40437070811,4167.68083139513,2757.50205580315,1889.92074532025,564.883530236333,0.558950590227198,1.1084715272719,0.59499288006741,0.35695589504658,0.0983996149117655,7.56071325850815e-06,0.00736883829936002,0.887904197,0.902900076,757.4946888,235.2571314
"249",249,2.82511778900052,19.3308543348377,11.8205920315315,7.25941453259668,1.07243165888281,0.048311398,0.052189919,0.073956772,0.073271757,0.068706667,0.010334912,1332.90838657379,4167.724197,2758.28351817162,1890.42647553158,565.3294862,0.51893667128283,1.04396512683391,0.554304597903199,0.258530089096787,0.105655405605593,0.00456447357233661,0.00604932282329689,0.721331541,0.844833335,972.15764616,697.68694476
"250",250,2.99741812155665,16.0926416310428,12.5148345008298,7.70062337291068,1.17514868496611,0.060835738,0.05533942,0.051441969,0.050391058,0.068007922,0.0301775038518727,1333.25564569586,4167.4653297456,2757.89514885622,1889.55020400471,565.442109603446,0.740374829875276,2.09548328441039,0.633332264094158,0.294322516535533,0.1363676486826,0.00115045945481945,0.00848289374657727,0.846371759,0.814188113,99.759603012,912.137727
"251",251,2.53137237137841,16.3155933117295,12.8889103874576,8.03719532854816,0.800480036,0.033930546,0.057778311,0.089172356,0.087074986,0.068583799,0.00730579,1332.94786216224,4165.83188532155,2758.25189534311,1890.13060359125,564.998058428724,0.733608826504711,0.706670760123605,0.584864840196769,0.300311184647557,0.13324235110761,0.0018553968374826,0.00921010020867623,0.94068284,0.875276668,116.61219138,404.45451804
"252",252,2.52934972178615,19.8217681200396,12.2125389416164,7.13171806018017,1.00256221451717,0.0480869395193386,0.052130117,0.075578874,0.074644301,0.066527432,0.0104427865345684,1333.23006667578,4167.38569522049,2758.74933856489,1889.79886692538,565.113660241294,0.582951611201511,0.927232703502121,0.621057784289729,0.284384396562163,0.119816216110447,0.000574545147279311,0.00521660080763168,0.868326051,0.809507402,495.98296968,1031.76866544
"253",253,2.5555184972195,20.3989550990463,12.3735445177679,7.10372796401463,1.02227119146228,0.046029566,0.049052044,0.076666029,0.079027105,0.06722632,0.008649312,1332.94720789574,4166.81462222083,2758.12255009094,1889.04997291535,565.044293516136,0.792531038911985,1.27874466472562,0.53018143845562,0.25962367349885,0.147065617986495,0.0026460227894874,0.00620607285088972,0.860998932,0.813451715,372.81248208,764.25380304
"254",254,2.39492721654396,16.9350942542331,10.9829861572415,7.58501975781256,0.932362535471866,0.048694225,0.057391364,0.081123935,0.072871756,0.068826824,0.011244244,1332.6024888184,4167.47154956384,2758.28640394359,1889.63367479808,564.947195642601,0.791186785380613,1.26546207362958,0.717713846032675,0.313919265290243,0.129623471546618,0.00707028913597466,0.00787305154466078,0.917900099,0.839795735,356.43275316,415.52492604
"255",255,2.36918499750146,18.994542756218,12.7149459271045,7.5122133227274,0.906533371378329,0.041192988,0.050630427,0.080252,0.080779515,0.066594121,0.007877355,1333.391252,4166.94650598702,2758.31831172605,1890.09728502365,565.126655771508,0.765858358063977,0.941648599416029,0.564513372996898,0.272131169150917,0.112465504767872,0.00167736648480534,0.00715790264835682,0.783383208,0.801583044,1061.08980276,543.12670704
"256",256,2.53873620920102,18.2459872658053,13.0922161432685,8.37603159936229,0.927780325338174,0.03906035,0.048231602,0.079391787,0.0835051,0.071831671,0.006300477,1333.14370200791,4167.18585004807,2758.29786873954,1889.97958037151,565.007441280063,1,1.32959287749727,0.659567435956309,0.227838604261981,0.138381208512493,0.00524236115532594,0.00768965141374512,0.801607222,0.859783779,149.9042418,830.73283008
"257",257,2.39484105154571,19.2435772504291,10.6706737902587,8.09304501966623,0.99556711672442,0.05614926,0.054430308,0.072938505,0.0595245383225155,0.066701175,0.0172785113286046,1333.11143968792,4166.93282987385,2758.17076135523,1889.89599149714,565.2345678,0.705064085454508,1.49420269418999,0.61597080204058,0.349282023247263,0.106778101315136,0.0107006967468263,0.0100252390511723,0.799081335,0.92573813,1048.04851884,303.51396228
"258",258,2.45203867562437,18.7752257472502,13.0698514795369,7.8725825605916,0.831789211,0.045168498,0.05552422,0.078717068,0.074983212,0.073086793,0.0104554199175262,1333.15144555063,4167.42765681905,2758.40410707315,1889.42142278248,565.095605865136,0.654679184596424,0.901867356491964,0.646446291303713,0.315765220858239,0.115819502141214,0.00269418991337389,0.00717133452888019,0.727217373,0.856737217,456.02364888,582.7824402
"259",259,2.54998249518585,19.1008799242182,11.0762799908865,7.22503680543686,1.01339041539434,0.0541527551863032,0.0554492975965678,0.07090261,0.06286074,0.06587624,0.0177935339989066,1332.72485952964,4167.94211253638,2757.77597905124,1889.94346962834,564.992993368758,0.595514837436489,1.17112463348283,0.618621752161092,0.35893370867094,0.114143636964128,0.00342501483714886,0.00737970830973204,0.776363193,0.855178298,741.81749316,979.67667132
"260",260,2.76466129875257,19.561566421949,11.7091017267947,7.233542585,1.16191754948618,0.0502992696428327,0.0514011388530059,0.07084927,0.06875748,0.062855197,0.0119855879113022,1332.12010701956,4166.90696628466,2757.61422350742,1890.27906961773,564.729744120833,0.514873446948173,1.11201079936657,0.592770599422584,0.263583944345432,0.107869139458671,0.00454211678561248,0.00666399744642995,0.807445284,0.829275181,316.12865952,805.16815704
"261",261,1.68580551120417,18.6937057521152,12.7869824428592,9.66566843295093,0.659256919401705,0.0418362614151289,0.0557669502090762,0.095875681,0.08302378,0.070362249,0.007852203,1333.18090435618,4167.53095073937,2759.17376855985,1888.64415562794,565.156857950864,0.871639062593446,0.666899558210098,0.565436198947867,0.340360524105255,0.112663636852514,0.000265343668289295,0.00595132196300386,0.869020644,0.829159568,755.1289656,960.89326272
"262",262,2.41409341531656,17.7174490536558,12.4404815545608,8.20168000825541,0.906869156855385,0.05183272,0.058477525,0.070473615,0.0617258049056875,0.067934508,0.0164317632605561,1333.06358170271,4167.42557486276,2758.53921363625,1890.6889211285,564.949959405706,0.643419318508036,1.03262704982461,0.660793928645883,0.382158419597959,0.14328318646598,0.000522360038939343,0.00672491449761162,0.896590045,0.864754617,69.145119096,945.22141404
"263",263,2.56129991975768,18.1890426058373,12.487203163077,8.18769603283191,0.882887689232101,0.0378536809412069,0.049593259,0.080475626,0.081986483,0.071762081,0.006416845,1332.89231677532,4167.15390877727,2758.44229495938,1890.16288199127,565.213860888173,0.673117838826831,0.820753439954886,0.623628036002538,0.235680960181934,0.13035657001483,0.00219482781726375,0.0103083722801692,0.742604538,0.838959034,825.69704184,598.1179002
"264",264,2.73571582823022,19.7435675594507,9.847391741,7.307657563,1.06575753277459,0.059346732,0.0514874605947767,0.069277114,0.057969546,0.070488888,0.019529978,1332.90444536109,4167.32818882376,2757.81147930631,1890.10458578691,565.080649665831,0.435086507888314,1.10943643606868,0.660954885832175,0.281431679571026,0.107460707148697,0.00606412085360597,0.013193860739606,0.753624639,0.820950887,583.16774088,1179.1056528
"265",265,2.723956335637,17.9657089947431,11.9063148206074,6.92967240387031,1.06673983518449,0.0506157724883471,0.0529108658360773,0.072122912,0.075651951,0.070184405,0.009812737,1332.9680011701,4167.17508,2757.86587403074,1890.26411607419,564.984609025185,0.588186261059188,1.13387635360187,0.678272442590116,0.240650554985521,0.14708900670025,0.0029475270136328,0.00857349200514914,0.9326017,0.851937664,76.871674944,389.13610452
"266",266,2.42561012654016,18.3986682294512,12.3622851894387,7.45738985054858,0.833574324930126,0.0432957452802502,0.056175036,0.08433029,0.081107014,0.072354464,0.009265766,1332.91610898386,4166.72643428718,2757.17319528662,1889.31626041267,564.720662235207,0.69987671101968,0.86247226757826,0.649215195979284,0.312866986217037,0.145514497422634,0.00110727008276609,0.00628177584429826,0.921081889,0.879673144,77.866358592,779.3153784
"267",267,2.41176733223183,16.9369144565413,12.4803062904052,7.95733817215828,0.887693891877489,0.051802616,0.059509067,0.068949629,0.06128673,0.068263693,0.0176168774586923,1333.39829897647,4166.73715547848,2757.76449496162,1890.00104686071,564.8320538,0.699601288848373,1.13423958288091,0.676708221802485,0.393545655954518,0.0820734338266838,0.00375379687312976,0.0124100692461413,0.922692053,0.842641414,632.08372584,1010.48968104
"268",268,2.48674138220762,18.2195625841812,13.5323420765459,8.20630589027243,0.84439739096541,0.0352175294350799,0.056513673,0.084054433,0.077666021,0.061837578,0.009350788,1332.81654946694,4165.74805448787,2756.98591676402,1890.04652483536,565.159257293917,0.771310134909693,0.859618658936258,0.532914305728839,0.330248914045579,0.159612461370491,0.0062374577759566,0.0103327133470244,0.721009504,0.916646425,890.11860228,286.33085436
"269",269,2.13506157242968,16.5064932449729,13.8172398912892,8.2015926193029,0.839863437533583,0.050882413,0.0589650825703443,0.072087361,0.067129337,0.067889947,0.013713575749396,1333.48151930818,4167.36493538072,2757.42636107931,1890.32159017403,564.7981256,0.807107152427127,1.13551075518773,0.61847447687397,0.373529992580821,0.139687225745778,0.00471309021647332,0.0121165861472345,0.709797863,0.822309404,190.43086488,569.99466924
"270",270,2.35398463312825,18.8178673368044,12.07768882996,7.68897334258542,0.992639402778624,0.0462944479417348,0.0486949444876318,0.076858601,0.077745688,0.068026357,0.007829043,1332.92447564864,4166.98012095007,2757.80735075791,1890.17272910036,564.747745808974,0.557368312485178,1.06552717208977,0.647636549446339,0.231558178286612,0.136126518063835,0.00995084552708865,0.00579656873949495,0.73922524,0.879273464,755.47363596,432.72577596
"271",271,2.416594847272,18.5840473084005,12.5306408849041,7.13369177430812,0.989175323525618,0.049273337752885,0.054068577,0.074905168,0.074156961,0.06573857,0.0112472868624304,1332.83065588666,4167.29924903551,2757.91410686183,1889.71359650426,565.047383722156,0.970178925861212,1.44234705663306,0.54791638489886,0.316761223521825,0.13873014301578,0.000540205852295953,0.00639310427227482,0.790124857,0.857673676,456.9586722,360.35008452
"272",272,2.355467155131,18.3499623716169,12.436445484095,7.41613311716193,0.942714148,0.044603043,0.050324728924464,0.078256137,0.080989976,0.068766306,0.007646827,1333.19274917551,4167.53784970329,2758.09309478277,1890.41718324033,565.084614053564,0.767234431226689,1.00738435152989,0.661906322841528,0.251914216512139,0.102213459176258,0.000960602591877328,0.0133167078316075,0.814405233,0.776354584,717.58732764,839.27935788
"273",273,3.2768502757141,17.043242902646,9.434260046,6.44007017460598,1.02293427907153,0.0527844003503229,0.050762845,0.060317585,0.054727715,0.073359683,0.0263975215427982,1333.52925020491,4166.73163271997,2758.14000198318,1889.67003579083,564.965561244199,0.648599714310088,1.68738617104864,0.55872168500396,0.251370641750494,0.0936993869163392,0.00434911768605903,0.0178185227480753,0.882865761,0.921454705,573.453546,293.98224828
"274",274,2.65168859487459,18.9650834668512,12.6530806582681,7.22228498610736,1.08658191207427,0.049209196,0.0526373513049553,0.070275035,0.070629371,0.063676724,0.0118382704784436,1333.61857435585,4167.10729833406,2757.67133585576,1890.38543786151,565.1614066,0.700426109269563,1.25092186335641,0.631141296557486,0.28498346704068,0.124015997516923,0.00209826882814492,0.0103833910187676,0.720755833,0.88913131,253.84322748,391.82508264
"275",275,2.68611996078542,18.4707172967317,9.68971555776793,6.64551826619497,1.11439650272721,0.055868711,0.054354357,0.073125153,0.064339293,0.064634702,0.0169977211886918,1333.02198679966,4166.82374227329,2758.57354615265,1890.45807201571,565.033030651477,0.688392913484312,1.36772019934217,0.577310214489803,0.316992611239175,0.125907605372498,0.000154849330875908,0.00757523419058732,0.873363377,0.767645407,740.4190008,717.4178502
"276",276,3.12319847245622,16.2182289831666,9.01138988698162,6.603071053,1.20928278026623,0.058826077,0.057171516,0.066512534,0.056827648,0.066416354,0.030521906,1332.89969038987,4167.4387819122,2757.8835918825,1889.52044670797,565.069438013407,0.694023461291874,1.88945088639601,0.508713962371307,0.331252856924078,0.143649845588364,0.00201374502881877,0.0073468662451446,0.752753505,0.809142113,303.43330236,1074.79079904
"277",277,2.51713946012011,19.4387400973242,12.3736057611608,7.3082374463154,1.08410013855407,0.050497948,0.0524281887026429,0.074120338,0.073348342,0.064320501,0.010993296232546,1333.75960707336,4165.87744158517,2757.09670788498,1889.84866802784,564.768537507382,0.630127629632001,1.13650558610982,0.640931422442177,0.279878254668044,0.089596385568767,0.00603841963857768,0.00933898309441892,0.824494632,0.854831646,195.5679588,436.93938732
"278",278,2.72390412715717,20.6609019259937,12.2499000120015,6.82451443509148,1.16663259418079,0.0527110089703864,0.049778839,0.067133001,0.06863226,0.062461228,0.0133974012920641,1333.31077621222,4166.75464276372,2758.11139989069,1890.41345964212,565.052529857425,0.538997647908525,1.17817835068139,0.61944525802104,0.265900601252344,0.112435464139134,0.00368959998902122,0.0095472947672961,0.874734666,0.845473538,212.59283064,672.20561508
"279",279,2.09323851502128,21.1308447049151,13.6019855888932,7.97835294173629,0.84412936623685,0.0450120805622238,0.055039805,0.079893726,0.071039478,0.061771236,0.012393078607903,1332.8543467781,4166.82470617798,2758.23955792316,1890.88029009666,564.969471363378,0.854702694983867,1.03096499065502,0.557935370593624,0.379930995541222,0.163113326494207,0.00542571051800678,0.0170311969586161,0.831554872,0.802111138,984.01240488,684.0143814
"280",280,2.59879421410066,18.6751913127865,11.54678010441,7.20511221563652,1.06512473102846,0.049924164,0.051038242,0.075497017,0.07583113,0.068999866,0.008983779,1332.78899752593,4166.44203866857,2758.53482881855,1889.93472806041,565.014436730835,0.820861602239512,1.39831930345416,0.597824227379171,0.247906340402428,0.138090244769244,0.00151003794677456,0.00769302794787605,0.725929074,0.770049735,947.65601148,775.93161972
"281",281,2.59665445417557,17.9542701685037,14.5646355546568,8.15925051,0.888744575372919,0.035113558,0.0527853309613307,0.080225332,0.081421702,0.06436487,0.008543888,1332.7257126985,4166.5773506204,2758.21119503348,1890.16890412536,565.402306262576,0.659594464414088,1.1687752503637,0.613533396585133,0.270457280334909,0.134330067067181,0.0226191843144342,0.00732218597174306,0.882365744,0.845068477,1110.50918592,629.89055724
